listing_id,name,description,text
1.1067073428494748e+18,Pleasant 2BR - Plateau-Mont-Royal,"Indulge in the perfect urban retreat with our 2-bedroom Montreal apartment. Unwind in a fully-equipped kitchen featuring modern amenities, and gather around the dining table for delightful meals. Stay entertained with a TV in the cozy living space.<br /><br />Beyond the comforts of the apartment, relish in its strategic location, offering seamless accessibility to transportation hubs and nearby businesses. Elevate your Montreal experience with this stylish and well-connected home base.","Pleasant 2BR - Plateau-Mont-Royal
Indulge in the perfect urban retreat with our 2-bedroom Montreal apartment. Unwind in a fully-equipped kitchen featuring modern amenities, and gather around the dining table for delightful meals. Stay entertained with a TV in the cozy living space.<br /><br />Beyond the comforts of the apartment, relish in its strategic location, offering seamless accessibility to transportation hubs and nearby businesses. Elevate your Montreal experience with this stylish and well-connected home base."
6.86429302330723e+17,Vintage private bedroom in trendy Mile End A4,"Enjoy a stay in this vintage art deco stye bed and breakfast. Conveniently located to many of the area’s famous spots such as st-viateurs bagels and many other popular eateries. <br /><br />The mile end area is an artist’s paradise, dotted with art galleries, boutiques, and restaurants. Craft beer, cocktails, and farm-to-table cuisine are the norm.  <br /><br />Enjoy your own private room and shared common areas in this quiet and charming space.","Vintage private bedroom in trendy Mile End A4
Enjoy a stay in this vintage art deco stye bed and breakfast. Conveniently located to many of the area’s famous spots such as st-viateurs bagels and many other popular eateries. <br /><br />The mile end area is an artist’s paradise, dotted with art galleries, boutiques, and restaurants. Craft beer, cocktails, and farm-to-table cuisine are the norm.  <br /><br />Enjoy your own private room and shared common areas in this quiet and charming space."
19110133.0,Beautiful Antique furnished close to water Lachine,"Facing the parc & the canal.<br />Lovely second story apartment with all the amenities in old Lachine.<br />Balcony in the front & big terrace in the back.<br />1 bedroom with king size bed. Full bathroom, open concept kitchen with wood counters.<br />Ceramic tiles throughout the flat plus wood floating floor in the bedroom. <br />Heated/ Air-co.<br />Wi-fi & cable tv.<br /><br />Bright apartment with lots of windows & beautiful sunsets.<br />All furnished & decorated in Antiques & knickknacks that you can even buy as gifts.<br />Welcome!","Beautiful Antique furnished close to water Lachine
Facing the parc & the canal.<br />Lovely second story apartment with all the amenities in old Lachine.<br />Balcony in the front & big terrace in the back.<br />1 bedroom with king size bed. Full bathroom, open concept kitchen with wood counters.<br />Ceramic tiles throughout the flat plus wood floating floor in the bedroom. <br />Heated/ Air-co.<br />Wi-fi & cable tv.<br /><br />Bright apartment with lots of windows & beautiful sunsets.<br />All furnished & decorated in Antiques & knickknacks that you can even buy as gifts.<br />Welcome!"
9.500698090875596e+17,Premium location | Awesome 3BR downtown Montreal,"This special and rare 3 bedrooms is in the heart of downtown Montreal. Everything is at your doorstep! <br /><br />Right on the famous Ste Catherine street, you’ll find yourself at the center of a world of culture! From boutiques and art galleries to the trendiest restaurants, clubs, and bars, this is the place to be in Montreal.","Premium location | Awesome 3BR downtown Montreal
This special and rare 3 bedrooms is in the heart of downtown Montreal. Everything is at your doorstep! <br /><br />Right on the famous Ste Catherine street, you’ll find yourself at the center of a world of culture! From boutiques and art galleries to the trendiest restaurants, clubs, and bars, this is the place to be in Montreal."
8.224923569896133e+17,"Modern Home Ambiance 2 BR w/Gym,Parking,DT&Airport","Discover a fully-equipped modern condo that effortlessly combines convenience with the welcoming ambiance of home.<br />Highlights:<br />* Entire brand new condo all to yourself<br />(including full kitchen, washer/dryer, bathtub and shower)<br />* Prompt support and fast on-site assistance whenever you need<br />* Seamless checkout with minimum tasks<br />* Access to in-building terrace and gym<br />* Convenient parking & public transport<br />* 3 mins to supermarkets, 10 mins to Downtown & 15 mins to airport","Modern Home Ambiance 2 BR w/Gym,Parking,DT&Airport
Discover a fully-equipped modern condo that effortlessly combines convenience with the welcoming ambiance of home.<br />Highlights:<br />* Entire brand new condo all to yourself<br />(including full kitchen, washer/dryer, bathtub and shower)<br />* Prompt support and fast on-site assistance whenever you need<br />* Seamless checkout with minimum tasks<br />* Access to in-building terrace and gym<br />* Convenient parking & public transport<br />* 3 mins to supermarkets, 10 mins to Downtown & 15 mins to airport"
18286338.0,Joli studio bien rénové - proche du métro,"Completely renovated studio with independent entrance on the 2nd floor of a duplex in the Rosemont La Petite Patrie district. Balcony terrace furnished in summer with a small table and two chairs. Very bright and comfortable.  Fully equipped kitchen. A 7-minute walk from Beaubien subway, ideally located to discover the little gems of Montreal and its surroundings on foot or by bike.  My family and I live on the ground floor and will be happy to share our tips and favorites if you like!","Joli studio bien rénové - proche du métro
Completely renovated studio with independent entrance on the 2nd floor of a duplex in the Rosemont La Petite Patrie district. Balcony terrace furnished in summer with a small table and two chairs. Very bright and comfortable.  Fully equipped kitchen. A 7-minute walk from Beaubien subway, ideally located to discover the little gems of Montreal and its surroundings on foot or by bike.  My family and I live on the ground floor and will be happy to share our tips and favorites if you like!"
5.875091996950307e+17,Modern & Chill - 10 people - Plateau MontRoyal,"Beautiful apartment with direct access to Plateau Mont Royal. Nestled in the heart of the famous Rue Saint-Denis, the ""Modern & Chill"" welcomes you in a huge space. <br />It offers you a large living room /dining room - pool table / kitchen totally open. This is conducive to welcoming families, big groups and partying with friends.<br />The Modern & Chill is a beautiful location with volumes you'll love. <br />Possibility to pair your reservation with the Cottage du Plateau","Modern & Chill - 10 people - Plateau MontRoyal
Beautiful apartment with direct access to Plateau Mont Royal. Nestled in the heart of the famous Rue Saint-Denis, the ""Modern & Chill"" welcomes you in a huge space. <br />It offers you a large living room /dining room - pool table / kitchen totally open. This is conducive to welcoming families, big groups and partying with friends.<br />The Modern & Chill is a beautiful location with volumes you'll love. <br />Possibility to pair your reservation with the Cottage du Plateau"
7.486027161470894e+17,Corporate Stays | Saint Laurent | Stunning 2B2B,"Saint Laurent is a brand new luxury 13th story building in situated Ville Saint Laurent. The property defiantly sits in a prime location, has fantastic amenities and spacious units that guarantee an unforgettable stay. Saint Laurent sits at the intersection of Thimens and Cavendish in Ville Saint Laurent. Therefore, several points of interest are around the corner: Montreal’s major highways, a metro and train station, a hospital, shopping centres, restaurants and schools are in close proximity.","Corporate Stays | Saint Laurent | Stunning 2B2B
Saint Laurent is a brand new luxury 13th story building in situated Ville Saint Laurent. The property defiantly sits in a prime location, has fantastic amenities and spacious units that guarantee an unforgettable stay. Saint Laurent sits at the intersection of Thimens and Cavendish in Ville Saint Laurent. Therefore, several points of interest are around the corner: Montreal’s major highways, a metro and train station, a hospital, shopping centres, restaurants and schools are in close proximity."
1.0154842836748844e+18,"Sunny Downtown View Next to Cresent, Bell Center",Renovated sunny 600 sf cozy 1 closed bedroom in the top floor (12th) with amazing view of downtown Montreal from all rooms and a large balcony.<br />10 mins walk to CENTRE BELL / BELL CENTER with indoor parking available for 33$ for 24hrs unlimited entries.<br />5 mins walk to 2 metro stations on the Green Line (Guy-Concordia) and Orange Line (Lucien D'allier).<br />10 mins walk to the famous Saint-Catherine and Cresent streets.<br />Building connected to Nouvel Hotel so there is access to an indoor restaurant.,"Sunny Downtown View Next to Cresent, Bell Center
Renovated sunny 600 sf cozy 1 closed bedroom in the top floor (12th) with amazing view of downtown Montreal from all rooms and a large balcony.<br />10 mins walk to CENTRE BELL / BELL CENTER with indoor parking available for 33$ for 24hrs unlimited entries.<br />5 mins walk to 2 metro stations on the Green Line (Guy-Concordia) and Orange Line (Lucien D'allier).<br />10 mins walk to the famous Saint-Catherine and Cresent streets.<br />Building connected to Nouvel Hotel so there is access to an indoor restaurant."
8.87021655907066e+17,"#122 Spacious, AC, Great Location with Balcony","Gorgeous furnished apartment in near metro Pie-IX. This unit is well furnished and has all that you need to live and work comfortably at home. The unit is well renovated.   <br />Located in a residential area, this apartment is walking distance from parks, grocery store, drugstores, convenience stores and all amenities that you may need.<br /><br />Minimum one month rental. Longer stays will be billed proportionately.","#122 Spacious, AC, Great Location with Balcony
Gorgeous furnished apartment in near metro Pie-IX. This unit is well furnished and has all that you need to live and work comfortably at home. The unit is well renovated.   <br />Located in a residential area, this apartment is walking distance from parks, grocery store, drugstores, convenience stores and all amenities that you may need.<br /><br />Minimum one month rental. Longer stays will be billed proportionately."
12589553.0,"O-Cozy, Clean and All-Furnished Room - The Ocean",Private all-furnished room in a 1000sq ft furnished apartment on first floor with kitchen and bathroom shared with 2 others. Located in a green and quiet neighbourhood. Park/free public indoor pool/arena/2 shopping malls/3 supermarkets nearby. 7 minutes bus to metro Honoré-Beaugrand/Radisson & bus stop at walking distance. HIGH SPEED UNLIMITED WIFI. Private Smart TV. LUXURIOUS QUEEN BED & linen. All-furnished kitchen. FREE self-service LAUNDRY and detergent. Each room has a personal AC!,"O-Cozy, Clean and All-Furnished Room - The Ocean
Private all-furnished room in a 1000sq ft furnished apartment on first floor with kitchen and bathroom shared with 2 others. Located in a green and quiet neighbourhood. Park/free public indoor pool/arena/2 shopping malls/3 supermarkets nearby. 7 minutes bus to metro Honoré-Beaugrand/Radisson & bus stop at walking distance. HIGH SPEED UNLIMITED WIFI. Private Smart TV. LUXURIOUS QUEEN BED & linen. All-furnished kitchen. FREE self-service LAUNDRY and detergent. Each room has a personal AC!"
8.645890295084151e+17,Beautiful 1BR in Little Italy,"Stay in this brand new 750 sq feet 1 bedroom apartment on patio level located in Rosemont-La Petite-Patrie.<br /><br />Steps away from a bustling array of boutique cafes, stores, and restaurants. This apartment features a good appointment living area with 50 inches 4k smart TV, high-speed Wi-Fi, and digital keyless entry. Fully-equipped kitchen to prepare delicious meals from locally sourced fair trade groceries.<br /><br />This apartment is the perfect home base for your visit to Montreal.","Beautiful 1BR in Little Italy
Stay in this brand new 750 sq feet 1 bedroom apartment on patio level located in Rosemont-La Petite-Patrie.<br /><br />Steps away from a bustling array of boutique cafes, stores, and restaurants. This apartment features a good appointment living area with 50 inches 4k smart TV, high-speed Wi-Fi, and digital keyless entry. Fully-equipped kitchen to prepare delicious meals from locally sourced fair trade groceries.<br /><br />This apartment is the perfect home base for your visit to Montreal."
6.971426279710413e+17,Charmant studio à proximité du métro Crémazie,"Come and discover Montreal in our charming studio near the Crémazie metro. Ideal for couples or solo travellers, the accommodation is small but comfortable and convenient. It includes a queen size bed, a service counter for cooking, a private bathroom and a flat-screen TV. The area is safe, quiet, and well served for exploring the city's main attractions. Book now for an unforgettable stay in Montreal!","Charmant studio à proximité du métro Crémazie
Come and discover Montreal in our charming studio near the Crémazie metro. Ideal for couples or solo travellers, the accommodation is small but comfortable and convenient. It includes a queen size bed, a service counter for cooking, a private bathroom and a flat-screen TV. The area is safe, quiet, and well served for exploring the city's main attractions. Book now for an unforgettable stay in Montreal!"
53977099.0,Executive 1BR Suite,"Feel at home at these brand new construction California style flats with floor to ceiling windows in the heart of Downtown Montreal.<br /><br /><br />Loft is tastefully decorated with unique furniture and a fully equipped kitchen. Really spacious living area with listed amenities<br /><br /><br />Smart digital locks on doors for keyless and contactless access. Designed for extended stays in mind. Fresh linens, towels, soap and toiletries provided. Ask about our ""Early Check-In Package"" & ""Late Check-Out Package"".","Executive 1BR Suite
Feel at home at these brand new construction California style flats with floor to ceiling windows in the heart of Downtown Montreal.<br /><br /><br />Loft is tastefully decorated with unique furniture and a fully equipped kitchen. Really spacious living area with listed amenities<br /><br /><br />Smart digital locks on doors for keyless and contactless access. Designed for extended stays in mind. Fresh linens, towels, soap and toiletries provided. Ask about our ""Early Check-In Package"" & ""Late Check-Out Package""."
40347080.0,M-Montreal: 1 bed in a 4 Bed FEMALE ONLY Dorm,"Our 2.0  hostel comes with many different services to make your stay more comfortable and enjoyable: <br />- Rooftop Swimming SPAS (Our jacuzzis may be closed during your stay for maintenance/security reasons.)<br />- The M Bar with daily activities<br />- M Cafe: Paninis, Coffees, salads, smoothies etc..<br />- Free WIFI everywhere in the hostel<br />- 24/7 Reception <br />- Working Area<br />- Laundry room<br />- Luggage room<br />-A SECURITY DEPOSIT BY CREDIT CARD WILL BE REQUIRED UPON CHECK IN<br /><br />No. de license / License number: 539280","M-Montreal: 1 bed in a 4 Bed FEMALE ONLY Dorm
Our 2.0  hostel comes with many different services to make your stay more comfortable and enjoyable: <br />- Rooftop Swimming SPAS (Our jacuzzis may be closed during your stay for maintenance/security reasons.)<br />- The M Bar with daily activities<br />- M Cafe: Paninis, Coffees, salads, smoothies etc..<br />- Free WIFI everywhere in the hostel<br />- 24/7 Reception <br />- Working Area<br />- Laundry room<br />- Luggage room<br />-A SECURITY DEPOSIT BY CREDIT CARD WILL BE REQUIRED UPON CHECK IN<br /><br />No. de license / License number: 539280"
9.65960988489622e+17,Luxury Loft Old Port Montreal,"The best location in Montreal. This building is located in the heart of the city. Just steps away from Place des Arts and the Quartier des spectacles. Within walking distance to downtown Montreal and to Old Montreal, you have the convenience of being close by to every area in the city!","Luxury Loft Old Port Montreal
The best location in Montreal. This building is located in the heart of the city. Just steps away from Place des Arts and the Quartier des spectacles. Within walking distance to downtown Montreal and to Old Montreal, you have the convenience of being close by to every area in the city!"
7.703104874065148e+17,Studio15/Plateau/St-Denis/Terraces/SelfCheck-In/AC,"At Unique Stays, our goal is to provide you with a unique experience that you'll cherish as much as our beautiful city. That's why we've created different themes for each of our units. As a Superhost for many years, we'd be delighted to welcome you for your stay in one of our apartments overlooking Rue Saint-Denis, home to superb cafés, restaurants, boutiques and much more!","Studio15/Plateau/St-Denis/Terraces/SelfCheck-In/AC
At Unique Stays, our goal is to provide you with a unique experience that you'll cherish as much as our beautiful city. That's why we've created different themes for each of our units. As a Superhost for many years, we'd be delighted to welcome you for your stay in one of our apartments overlooking Rue Saint-Denis, home to superb cafés, restaurants, boutiques and much more!"
48147778.0,Amazing and Perfectly Located Flat by Denstays,"Relax and reconnect as a couple in this amazing and perfectly located flat in the heart of Le Plateau!<br />Our flat, only accessible by the stairs, is perfect for couples looking for a comfortable and convenient place to stay in Montreal. The flat is located in the lively Le Plateau neighbourhood, just steps away from some of the best restaurants, bars, and cafes in the city.<br />We take pride in providing a warm and inviting atmosphere for our guests.","Amazing and Perfectly Located Flat by Denstays
Relax and reconnect as a couple in this amazing and perfectly located flat in the heart of Le Plateau!<br />Our flat, only accessible by the stairs, is perfect for couples looking for a comfortable and convenient place to stay in Montreal. The flat is located in the lively Le Plateau neighbourhood, just steps away from some of the best restaurants, bars, and cafes in the city.<br />We take pride in providing a warm and inviting atmosphere for our guests."
52163625.0,"Bord de l'eau, Montréal","RENTAL! RENTAL!!! Come and relax in this beautiful quiet apartment, with splendid water view,  beautiful sunset, view  from the apartment on the indoor swimming pool 4 seasons. Nice terrace with dining area, large 10,000pc plot.  Parking for 2 vehicles, independent entrance.  Close to several services; grocery store, pharmacy, restaurant and +++!","Bord de l'eau, Montréal
RENTAL! RENTAL!!! Come and relax in this beautiful quiet apartment, with splendid water view,  beautiful sunset, view  from the apartment on the indoor swimming pool 4 seasons. Nice terrace with dining area, large 10,000pc plot.  Parking for 2 vehicles, independent entrance.  Close to several services; grocery store, pharmacy, restaurant and +++!"
9.085840640277372e+17,Zena Habitat II  | AC & offices | Private terrace,"Enjoy a natural ambience in the heart of the city in this warm, fully-equipped apartment! <br /><br />✧ Completely renovated & sleek decor<br />✧ Small rear terrace  <br />✧ Pandora ESports Box <br />✧ Various pillow models to suit all tastes <br />✧ Air-conditioned area <br />✧ Smart TV & Netflix <br />✧ 2 work spaces <br />✧ Bus stop opposite the unit and Metro 20min walk away","Zena Habitat II  | AC & offices | Private terrace
Enjoy a natural ambience in the heart of the city in this warm, fully-equipped apartment! <br /><br />✧ Completely renovated & sleek decor<br />✧ Small rear terrace  <br />✧ Pandora ESports Box <br />✧ Various pillow models to suit all tastes <br />✧ Air-conditioned area <br />✧ Smart TV & Netflix <br />✧ 2 work spaces <br />✧ Bus stop opposite the unit and Metro 20min walk away"
46235643.0,"Beautiful, cool and bright appartment in St Henri","Minimalist and Retro decor, all the fourniture was selected with love and taste.<br /><br /> I live in this space but I will be going away for some time here and there in 2023, I am open to shorts stays min 4 nights, please let me know your dates and we arrange it.<br /><br /> I would like to host a super clean and responsible person, as I keep my space impeccable always!","Beautiful, cool and bright appartment in St Henri
Minimalist and Retro decor, all the fourniture was selected with love and taste.<br /><br /> I live in this space but I will be going away for some time here and there in 2023, I am open to shorts stays min 4 nights, please let me know your dates and we arrange it.<br /><br /> I would like to host a super clean and responsible person, as I keep my space impeccable always!"
8.788661470282794e+17,Face au parc. Très sympa,Simplify your life by staying in this quiet and well-located accommodation. Quick access to several points of interest in the city. Frédéric Bach Park and bike trails. Cirque La Tohue School…,"Face au parc. Très sympa
Simplify your life by staying in this quiet and well-located accommodation. Quick access to several points of interest in the city. Frédéric Bach Park and bike trails. Cirque La Tohue School…"
28019016.0,Cozy 2nd Floor Studio Near Metro Frontenac,"A fully equipped home-away-from-home. Whether you are a digital nomad in need of stable internet or just want to relax on the deck after a day of sightseeing, you'll enjoy the coziness of our home. We’re just 4 minutes walking from Metro Frontenac and a 20-min bike ride to the Old port, Downtown, the plateau or the Botanical Gardens and the Olympic Park. (NOT suitable for children/NO SMOKING INSIDE OR OUTSIDE)<br />Establishment #309360","Cozy 2nd Floor Studio Near Metro Frontenac
A fully equipped home-away-from-home. Whether you are a digital nomad in need of stable internet or just want to relax on the deck after a day of sightseeing, you'll enjoy the coziness of our home. We’re just 4 minutes walking from Metro Frontenac and a 20-min bike ride to the Old port, Downtown, the plateau or the Botanical Gardens and the Olympic Park. (NOT suitable for children/NO SMOKING INSIDE OR OUTSIDE)<br />Establishment #309360"
52964930.0,Maison François-Denis 1BDRM #6,"Welcome to Maison Francois Denis, a unique boutique property located in the heart of Saint-Denis street. The property boasts amenities such as a hip french bistro and private interior courtyard. <br /><br />Each room is designed to offer a plush, boutique experience. All the art-work is commissioned by a local art gallery with pieces drawing on Montreal artists or Montreal's history. <br /><br />All this makes Maison Francois Denis a truly authentic & unique experience that you won't easily forget!","Maison François-Denis 1BDRM #6
Welcome to Maison Francois Denis, a unique boutique property located in the heart of Saint-Denis street. The property boasts amenities such as a hip french bistro and private interior courtyard. <br /><br />Each room is designed to offer a plush, boutique experience. All the art-work is commissioned by a local art gallery with pieces drawing on Montreal artists or Montreal's history. <br /><br />All this makes Maison Francois Denis a truly authentic & unique experience that you won't easily forget!"
9.611428471436594e+17,lovely room in our sweet home (315262),Relax with the whole family at this peaceful place to stay.,"lovely room in our sweet home (315262)
Relax with the whole family at this peaceful place to stay."
1.08139868966075e+18,Cozy Hotel Room in The Village,"Welcome to our hotel room, where comfort and simplicity meet to create a cozy and welcoming atmosphere.<br />Our cozy bed promises peaceful nights, while the bathroom is designed with a modern aesthetic to suit your needs for refreshment and relaxation.<br /><br />Whether for a business trip or a romantic getaway, our room has everything you need for a pleasant and relaxing stay.","Cozy Hotel Room in The Village
Welcome to our hotel room, where comfort and simplicity meet to create a cozy and welcoming atmosphere.<br />Our cozy bed promises peaceful nights, while the bathroom is designed with a modern aesthetic to suit your needs for refreshment and relaxation.<br /><br />Whether for a business trip or a romantic getaway, our room has everything you need for a pleasant and relaxing stay."
41814860.0,App / Studio neuf / près du métro,Independent furnished new and fully equipped high-end furnished studio in a popular and peaceful residential area. It is located in semi-basement. Henri-Bourassa metro station 7 minutes' walk. One corner away is the charming Promenade Fleury and its multiple shops and restaurants. All charges are included in the price.<br /><br />Rental of 60 days or more.<br /><br />Important rules:<br />-on-smoking<br />- no pets<br />- for one person only<br />- Quiet environment,"App / Studio neuf / près du métro
Independent furnished new and fully equipped high-end furnished studio in a popular and peaceful residential area. It is located in semi-basement. Henri-Bourassa metro station 7 minutes' walk. One corner away is the charming Promenade Fleury and its multiple shops and restaurants. All charges are included in the price.<br /><br />Rental of 60 days or more.<br /><br />Important rules:<br />-on-smoking<br />- no pets<br />- for one person only<br />- Quiet environment"
41784116.0,Private room near Place versailles,A quiet house 3 min from metro Radisson on the green line and near a big shopping mall. Convenient and simple to get around.<br /><br />The cleaning fee only includes :<br />1) initial room preparation and cleaning;<br />2) and cleaning after check-out<br />Guest are responsible to clean up after themselves,"Private room near Place versailles
A quiet house 3 min from metro Radisson on the green line and near a big shopping mall. Convenient and simple to get around.<br /><br />The cleaning fee only includes :<br />1) initial room preparation and cleaning;<br />2) and cleaning after check-out<br />Guest are responsible to clean up after themselves"
755459.0,Bohemian Loft Retreat in Montreal’s Old Port,"The old-world charm in this spacious artist loft ignites the creative spirit. 2-story loft in heritage 1846 building w/ limestone-brick walls, wood beams, oil-rubbed maple floors and French windows in Old Montreal steps from waterfront. Relax on plush couches and get dreamy in the hammock swing by the fire. Luxuriate upstairs in jacuzzi/shower combo + aromatherapy bath salts and bamboo robes. Drift away on huge loft bed beneath rooftop skylight and awaken refreshed and inspired. ***AVAILABLE FOR EXTENDED STAYS Calendar dates are opened a month in advance - please contact me for long stays!!<br /><br />This is what staying in Old Montreal is all about.<br />2 storey historic loft all to yourself. King bed, fireplace, fully equipped kitchen, laundry, WiFi, A/C.<br />Bedroom is on a mezzanine (upstairs), King size bed with ensuite bathroom & double size Jacuzzi. First floor is spaciously laid out with dining room, full kitchen, dedicated office area, living room and powder room with full ","Bohemian Loft Retreat in Montreal’s Old Port
The old-world charm in this spacious artist loft ignites the creative spirit. 2-story loft in heritage 1846 building w/ limestone-brick walls, wood beams, oil-rubbed maple floors and French windows in Old Montreal steps from waterfront. Relax on plush couches and get dreamy in the hammock swing by the fire. Luxuriate upstairs in jacuzzi/shower combo + aromatherapy bath salts and bamboo robes. Drift away on huge loft bed beneath rooftop skylight and awaken refreshed and inspired. ***AVAILABLE FOR EXTENDED STAYS Calendar dates are opened a month in advance - please contact me for long stays!!<br /><br />This is what staying in Old Montreal is all about.<br />2 storey historic loft all to yourself. King bed, fireplace, fully equipped kitchen, laundry, WiFi, A/C.<br />Bedroom is on a mezzanine (upstairs), King size bed with ensuite bathroom & double size Jacuzzi. First floor is spaciously laid out with dining room, full kitchen, dedicated office area, living room and powder room with full "
6.152074956953339e+17,Superb 3 bedrooms in the heart of Montreal,"Take advantage of all the services that the beautiful city of Montreal has to offer by staying in this beautifully appointed apartment close to all the services: Metro station (Langelier), Walmart, Metro Supermarket, McDonald's, Pizza Pizza, Tim Hortons, Pacini, Burger King, and many more, all within 5min walk","Superb 3 bedrooms in the heart of Montreal
Take advantage of all the services that the beautiful city of Montreal has to offer by staying in this beautifully appointed apartment close to all the services: Metro station (Langelier), Walmart, Metro Supermarket, McDonald's, Pizza Pizza, Tim Hortons, Pacini, Burger King, and many more, all within 5min walk"
5668201.0,"MTLVR #15 | 1600 ft2 oasis, central Plateau, A/C","Majestic and wide apartment, just 3 min from Mont-Royal metro station. Walk score of 100%: everything you need is within walking distance, from great restaurants, bagel shops, grocery stores, bars, cafés to the best attractions. Awesome location with good transit options. We have 4 identical units in the same building, ideal for large groups or families. Enjoy the fully equipped apartment, the A/C and unwind on the patio with BBQ after exploring the city. Contact us!","MTLVR #15 | 1600 ft2 oasis, central Plateau, A/C
Majestic and wide apartment, just 3 min from Mont-Royal metro station. Walk score of 100%: everything you need is within walking distance, from great restaurants, bagel shops, grocery stores, bars, cafés to the best attractions. Awesome location with good transit options. We have 4 identical units in the same building, ideal for large groups or families. Enjoy the fully equipped apartment, the A/C and unwind on the patio with BBQ after exploring the city. Contact us!"
7.146496291448564e+17,Comfy 2BR + 1 office great for relocation/business,"This cozy and relaxing 2 bedrooms + 1 workspace apartment is bright and modernly decorated with a touch!<br /><br />Located in the heart of a quiet residential area (parking is easy), and within 5-min walk of Beaubien street where you will find groceries, coffee shops, bars, and restaurants, this upper duplex appartement has a great vibe all-around!<br /><br />Ideal for couples, workers, travelers or people looking to be temporarily and quickly relocated.<br /><br />Fully equipped from scratch.","Comfy 2BR + 1 office great for relocation/business
This cozy and relaxing 2 bedrooms + 1 workspace apartment is bright and modernly decorated with a touch!<br /><br />Located in the heart of a quiet residential area (parking is easy), and within 5-min walk of Beaubien street where you will find groceries, coffee shops, bars, and restaurants, this upper duplex appartement has a great vibe all-around!<br /><br />Ideal for couples, workers, travelers or people looking to be temporarily and quickly relocated.<br /><br />Fully equipped from scratch."
9.578940209648876e+17,Lovely room in triplex Montréal,"You'll have a great time at this simple, and comfortable place to stay.","Lovely room in triplex Montréal
You'll have a great time at this simple, and comfortable place to stay."
9.947312037355936e+17,Le Downtown 1 bedroom + Garage,"Professionals as well as families, come enjoy easy access to everything from this centrally located place.","Le Downtown 1 bedroom + Garage
Professionals as well as families, come enjoy easy access to everything from this centrally located place."
1.0370490268377676e+18,1Bed condo in Plateau Mont-royal,"A modern apartment, fully equipped and renovated to date, located in the heart of the Plateau Mont-Royal, a few steps from Mont-Royal and Saint-Laurent streets, their restaurants, bars, cafes and shops of all kinds. This apartment is 10 min walk from Place-des-arts and its metro station and 10 min from Sherbrooke metro station.<br />The apartment has one bedroom, a fully equipped kitchen, a modern bathroom, high-speed wireless internet and a 50'' smart TV.","1Bed condo in Plateau Mont-royal
A modern apartment, fully equipped and renovated to date, located in the heart of the Plateau Mont-Royal, a few steps from Mont-Royal and Saint-Laurent streets, their restaurants, bars, cafes and shops of all kinds. This apartment is 10 min walk from Place-des-arts and its metro station and 10 min from Sherbrooke metro station.<br />The apartment has one bedroom, a fully equipped kitchen, a modern bathroom, high-speed wireless internet and a 50'' smart TV."
1.0897447441820296e+18,Bright 3BR Relocations Business w/ amazing view,"Nestled in the vibrant heart of downtown Montreal near the Bell Centre, Le George stands out as a symbol of luxury and functionality, offering a new standard of urban living for young professionals, newcomers, and students.<br /><br />Just steps away, residents have access to the Golden Square Mile's attractions, the historic Old Montreal, and the dynamic energy of Griffintown. Close to McGill and Concordia University, Le George provides an environment conducive to both academic and professional growth.","Bright 3BR Relocations Business w/ amazing view
Nestled in the vibrant heart of downtown Montreal near the Bell Centre, Le George stands out as a symbol of luxury and functionality, offering a new standard of urban living for young professionals, newcomers, and students.<br /><br />Just steps away, residents have access to the Golden Square Mile's attractions, the historic Old Montreal, and the dynamic energy of Griffintown. Close to McGill and Concordia University, Le George provides an environment conducive to both academic and professional growth."
1.0110265777248872e+18,well-located next Atwater Market,"You will enjoy easy access to everything from this centrally located place. Next to Atwater Market, Metro station Lionel Grouxl (Green and orange line), and Lachine Canal. It is in the middle of the action on Notre Dame Street, surrounded by restaurants, bars, and stores.  There are 2 big grocery stores at 3 and 7 minutes. In December, enjoy abut the Christmas market. On weekends choose between many bars and brunch places. Close to downtown (By 1 station in Metro), and 2 minutes walk.","well-located next Atwater Market
You will enjoy easy access to everything from this centrally located place. Next to Atwater Market, Metro station Lionel Grouxl (Green and orange line), and Lachine Canal. It is in the middle of the action on Notre Dame Street, surrounded by restaurants, bars, and stores.  There are 2 big grocery stores at 3 and 7 minutes. In December, enjoy abut the Christmas market. On weekends choose between many bars and brunch places. Close to downtown (By 1 station in Metro), and 2 minutes walk."
16258070.0,Incredible Condo 41th floor Tour Des Canadiens,"My place is on the 41th floor of the newly constructed Tour Des Canadiens above the Bell Centre in the heart of downtown Montreal. You’ll love the place because of the kitchen, the high ceilings, the stunning view, the location, the value compared to hotels and the buildings unbelievable amenities. My place is great for couples, solo adventurers, business travellers, and those coming for events or hockey games downstairs!","Incredible Condo 41th floor Tour Des Canadiens
My place is on the 41th floor of the newly constructed Tour Des Canadiens above the Bell Centre in the heart of downtown Montreal. You’ll love the place because of the kitchen, the high ceilings, the stunning view, the location, the value compared to hotels and the buildings unbelievable amenities. My place is great for couples, solo adventurers, business travellers, and those coming for events or hockey games downstairs!"
8.55244426618932e+17,Large 3 BDR in Best Location,Your group will enjoy easy access to everything from this centrally located place.,"Large 3 BDR in Best Location
Your group will enjoy easy access to everything from this centrally located place."
