listing_id,name,description,text,llama_response
52087989.0,Aïolos,"Very charming  appartement located on third of three floor building in the heart of Montreal, it was built in 1920 very well preserved , with origin wood flooring  and kitchen cabinet","Aïolos
Very charming  appartement located on third of three floor building in the heart of Montreal, it was built in 1920 very well preserved , with origin wood flooring  and kitchen cabinet",<coroutine object preguntar_llama at 0x11bfcab60>
6.43843734277859e+17,Cozy & Beautiful Renovated Studio in Le Plateau,"Experience a little taste of luxury in this gorgeous studio apartment in the heart of Le Plateau. Everything is decorated and equipped with the long-term guests in mind so you will have everything you need for stays both short and long! Located within walking distance of all near Sherbrooke metro, Le Plateau, Downtown Montreal, and Quartier des Spectacles perfect for a family getaway!<br /><br />This beautiful vacation studio offers stunning views and excellent restaurants nearby","Cozy & Beautiful Renovated Studio in Le Plateau
Experience a little taste of luxury in this gorgeous studio apartment in the heart of Le Plateau. Everything is decorated and equipped with the long-term guests in mind so you will have everything you need for stays both short and long! Located within walking distance of all near Sherbrooke metro, Le Plateau, Downtown Montreal, and Quartier des Spectacles perfect for a family getaway!<br /><br />This beautiful vacation studio offers stunning views and excellent restaurants nearby",<coroutine object preguntar_llama at 0x11bfca9f0>
5.7409562210227546e+17,Il Campari -  2 Bedroom Designer RENOVATED Pad,"Wonderfully located 2-bedroom flat completely renovated.<br />You will be in the heart of Little Italy, very close to the Farmer’s Market and many great restaurants, bakeries, grocery shops, a wine store, a pharmacy, banks, speciality shops all within easy walking distance <br /><br />Walking distance to Jarry Park IGA Stadium (Tennis ). The park, one of the largest in Montreal is a great place to enjoy some green space.<br />Metro, bicycle rental nearby. Parking<br />Rentals are for a minimum of 1 month.","Il Campari -  2 Bedroom Designer RENOVATED Pad
Wonderfully located 2-bedroom flat completely renovated.<br />You will be in the heart of Little Italy, very close to the Farmer’s Market and many great restaurants, bakeries, grocery shops, a wine store, a pharmacy, banks, speciality shops all within easy walking distance <br /><br />Walking distance to Jarry Park IGA Stadium (Tennis ). The park, one of the largest in Montreal is a great place to enjoy some green space.<br />Metro, bicycle rental nearby. Parking<br />Rentals are for a minimum of 1 month.",<coroutine object preguntar_llama at 0x11bfca880>
7.949241050378706e+17,Bakan|Instaworthy 2BD-2BA|Old Mtl,"In the HEART of the Old Port of Montreal, this exclusive Bakan - Saint François Xavier unit is steps away from the water, tourist attractions and all the best restaurants, bars, cafes and clubs that Old Mtl has to offer! Right on our FAMOUS st. Paul street, take a stroll and find the well known Marche Bonsecours and NotreDame Basilica church.<br /><br />*** This Premium unit includes one free parking for 1 car ***","Bakan|Instaworthy 2BD-2BA|Old Mtl
In the HEART of the Old Port of Montreal, this exclusive Bakan - Saint François Xavier unit is steps away from the water, tourist attractions and all the best restaurants, bars, cafes and clubs that Old Mtl has to offer! Right on our FAMOUS st. Paul street, take a stroll and find the well known Marche Bonsecours and NotreDame Basilica church.<br /><br />*** This Premium unit includes one free parking for 1 car ***",<coroutine object preguntar_llama at 0x11bfca710>
23160377.0,"Cozy, Spacious Downtown Apartment","Cozy, clean, freshly-renovated spacious apartment, centrally located, within steps from McGill, metro, Mount Royal, local hospitals, bars, clubs, nightclubs, shopping malls etc. Safe neighbourhood, easy access to public transit.<br /><br /> - Anytime self check-in<br /> - Comfortable queen-sized bed<br /> - Sofa that converts into a nice bed<br /> - Towels, shampoo, etc - all included<br /> - Fully equipped kitchen with spacious dining/living area<br /> - Washer/dryer<br /> - Wifi<br /> - Internet TV<br /> - Central area, yet quiet building","Cozy, Spacious Downtown Apartment
Cozy, clean, freshly-renovated spacious apartment, centrally located, within steps from McGill, metro, Mount Royal, local hospitals, bars, clubs, nightclubs, shopping malls etc. Safe neighbourhood, easy access to public transit.<br /><br /> - Anytime self check-in<br /> - Comfortable queen-sized bed<br /> - Sofa that converts into a nice bed<br /> - Towels, shampoo, etc - all included<br /> - Fully equipped kitchen with spacious dining/living area<br /> - Washer/dryer<br /> - Wifi<br /> - Internet TV<br /> - Central area, yet quiet building",<coroutine object preguntar_llama at 0x11bfca5a0>
9.759572296552143e+17,Cozy and Close to Downtown -Newly Renovated Studio,"Welcome to our charming studio apartment located in the heart of Griffin Town. This fully renovated accommodation offers a perfect blend of comfort and modern amenities for your stay.<br /><br />Upon entering the apartment, you'll be greeted by a cozy living space that features an inviting balcony, allowing you to relax and enjoy the fresh air while savoring the vibrant city views.","Cozy and Close to Downtown -Newly Renovated Studio
Welcome to our charming studio apartment located in the heart of Griffin Town. This fully renovated accommodation offers a perfect blend of comfort and modern amenities for your stay.<br /><br />Upon entering the apartment, you'll be greeted by a cozy living space that features an inviting balcony, allowing you to relax and enjoy the fresh air while savoring the vibrant city views.",<coroutine object preguntar_llama at 0x11bfca430>
6493792.0,Hortensias'garden,"Sunny 3 rooms apt. 1 bedroom: Queen organic mattress, 1 living room with a double hide a bed , 1 full equipped kitchen, washer & dryer, fridge, stove, microwave, 1 bathroom. Freshly appointed. Air conditioning. Wifi . NON SMOKING ONLY","Hortensias'garden
Sunny 3 rooms apt. 1 bedroom: Queen organic mattress, 1 living room with a double hide a bed , 1 full equipped kitchen, washer & dryer, fridge, stove, microwave, 1 bathroom. Freshly appointed. Air conditioning. Wifi . NON SMOKING ONLY",<coroutine object preguntar_llama at 0x11bfca2c0>
35337155.0,Plateau Prime location 2BEDRS with AC#68,"CITQ NUMBER : 297-245<br /><br />Plateau PRIME SUITES! are brand new high end apartments located in the the Mile End area of Le Plateau-Mont-Royal surrounded with great shops, food and more.<br /><br />Suite #302 offers two cozy bedrooms and and an open kitchen and living area, beautiful bathroom with bathtub.<br /><br /><br />Air condition in the entire apartment","Plateau Prime location 2BEDRS with AC#68
CITQ NUMBER : 297-245<br /><br />Plateau PRIME SUITES! are brand new high end apartments located in the the Mile End area of Le Plateau-Mont-Royal surrounded with great shops, food and more.<br /><br />Suite #302 offers two cozy bedrooms and and an open kitchen and living area, beautiful bathroom with bathtub.<br /><br /><br />Air condition in the entire apartment",<coroutine object preguntar_llama at 0x11bfca150>
1.0001482287145738e+18,Chic Urban Escape: Your Downtown Paradise Awaits,"Welcome to this cozy 2-bedroom, 3-bed apartment in Montreal. It's ideally located just an 8-minute walk from the Frontenac and Prefontaine Metro Stations, providing easy access to the city. You'll be within close proximity to Montreal's iconic attractions, including the Biodome, the Botanical Garden, and the Olympic Stadium. The apartment features a fully equipped kitchen, a comfortable living area, and a 70-inch 4K TV for indoor relaxation. Book your stay now for an amazing Montreal experience!","Chic Urban Escape: Your Downtown Paradise Awaits
Welcome to this cozy 2-bedroom, 3-bed apartment in Montreal. It's ideally located just an 8-minute walk from the Frontenac and Prefontaine Metro Stations, providing easy access to the city. You'll be within close proximity to Montreal's iconic attractions, including the Biodome, the Botanical Garden, and the Olympic Stadium. The apartment features a fully equipped kitchen, a comfortable living area, and a 70-inch 4K TV for indoor relaxation. Book your stay now for an amazing Montreal experience!",<coroutine object preguntar_llama at 0x11bfc9fe0>
36112894.0,1 BR with private terrace in downtown MTL,Come and enjoy Montreal’s lively  summer in this brand new condo in trendy Griffintown ! <br /><br />The condo is conveniently located between downtown Montreal and the old port. Wether you are looking for a quiet place to work or a great place to entertain this condo offers both. A unique private terrace  and a quiet area to work from home.,"1 BR with private terrace in downtown MTL
Come and enjoy Montreal’s lively  summer in this brand new condo in trendy Griffintown ! <br /><br />The condo is conveniently located between downtown Montreal and the old port. Wether you are looking for a quiet place to work or a great place to entertain this condo offers both. A unique private terrace  and a quiet area to work from home.",<coroutine object preguntar_llama at 0x11bfc9e70>
8.580489621901111e+17,Bakan|Luxurious 3Beds/2Ba In Downtown Montreal,"Citq number / Numero d etablissement touristque: 302914<br /><br />The luxury of a high end apartment hotel meets the comfort of home at a price that won’t break the bank, right in the heart of the city!<br />Heart of the action, walking distance to everything, 3 min from Centre bell<br /><br />Bienvenue to the Bakan experience.","Bakan|Luxurious 3Beds/2Ba In Downtown Montreal
Citq number / Numero d etablissement touristque: 302914<br /><br />The luxury of a high end apartment hotel meets the comfort of home at a price that won’t break the bank, right in the heart of the city!<br />Heart of the action, walking distance to everything, 3 min from Centre bell<br /><br />Bienvenue to the Bakan experience.",<coroutine object preguntar_llama at 0x11bfc9d00>
6.197299424477418e+17,"Lovely 3 bedroom, live in real Montreal / Plateau","Furnished beautiful 3 bedroom apartment accommodates up to 5 guests, steps away from Downtown Montreal.<br />The apartment has 3 full beds and two sofa beds.<br />Two rooms has a large window and one has a light passing glass block wall.<br />Fully furnished... fully equipped kitchen, high-speed internet, fresh beddings and towels and much more!<br /><br />Very close to Metro Station, 24hrs Grocery Store, Pharmacy, Liquor Store, Corner Store, Banks, Parks, Gas Station, Starbucks, Restaurants and Bars.<br /><br />Fell like home!","Lovely 3 bedroom, live in real Montreal / Plateau
Furnished beautiful 3 bedroom apartment accommodates up to 5 guests, steps away from Downtown Montreal.<br />The apartment has 3 full beds and two sofa beds.<br />Two rooms has a large window and one has a light passing glass block wall.<br />Fully furnished... fully equipped kitchen, high-speed internet, fresh beddings and towels and much more!<br /><br />Very close to Metro Station, 24hrs Grocery Store, Pharmacy, Liquor Store, Corner Store, Banks, Parks, Gas Station, Starbucks, Restaurants and Bars.<br /><br />Fell like home!",<coroutine object preguntar_llama at 0x11bfc9b90>
1.1010170442009134e+18,"Large lower duplex with terrace, close to metro","Introducing a charming lower duplex with a private enclosed yard and driveway, ideally positioned near Mount Royal Park, Saint-Joseph Oratory, Université de Montréal, Notre Dame College, and CIMF Stroll to Snowdon metro station for quick downtown access, just 25 minutes from the Montreal Museum of Fine Arts. Only 20 minutes from the airport. Available June 14th to July 13th. Reach out for weekly rental inquiries! All destinations easily accessible by public transportation.<br /><br />CITQ permit # 317859","Large lower duplex with terrace, close to metro
Introducing a charming lower duplex with a private enclosed yard and driveway, ideally positioned near Mount Royal Park, Saint-Joseph Oratory, Université de Montréal, Notre Dame College, and CIMF Stroll to Snowdon metro station for quick downtown access, just 25 minutes from the Montreal Museum of Fine Arts. Only 20 minutes from the airport. Available June 14th to July 13th. Reach out for weekly rental inquiries! All destinations easily accessible by public transportation.<br /><br />CITQ permit # 317859",<coroutine object preguntar_llama at 0x11bfc9a20>
6.610611562242065e+17,FULLY RENOVATED! ALL NEW! 4 1/2 DT MTL W/ PATIO,"4 1/2 FULLY RENOVATED IN THE HEART OF DOWNTOWN<br />EVERYTHING BRAND NEW APPLIANCES & FURNITURE <br /><br />55"" 4K TV<br />NETFLIX<br />DISHWASHER<br />WASHER/DRYER<br />TOWELS<br /><br />CORNER BUILDING WITH CHARMING OUTDOOR TERRACE<br /><br />CLOSE TO EVERYTHING AND ONLY A BLOCK AWAY FROM:<br />+ ATWATER METRO STATION <br />+ PHARMACY <br />+ SAQ (LIQUOR STORE) <br />+ AMC ENTERTAINMENT CENTER <br />+ ALEXIS NIHON MALL <br />+ MCDONALD'S<br />+ 3 GROCERY STORES AROUND (ADONIS, PA, IGA)<br />+ MULTIPLE DEPANNEURS AROUND","FULLY RENOVATED! ALL NEW! 4 1/2 DT MTL W/ PATIO
4 1/2 FULLY RENOVATED IN THE HEART OF DOWNTOWN<br />EVERYTHING BRAND NEW APPLIANCES & FURNITURE <br /><br />55"" 4K TV<br />NETFLIX<br />DISHWASHER<br />WASHER/DRYER<br />TOWELS<br /><br />CORNER BUILDING WITH CHARMING OUTDOOR TERRACE<br /><br />CLOSE TO EVERYTHING AND ONLY A BLOCK AWAY FROM:<br />+ ATWATER METRO STATION <br />+ PHARMACY <br />+ SAQ (LIQUOR STORE) <br />+ AMC ENTERTAINMENT CENTER <br />+ ALEXIS NIHON MALL <br />+ MCDONALD'S<br />+ 3 GROCERY STORES AROUND (ADONIS, PA, IGA)<br />+ MULTIPLE DEPANNEURS AROUND",<coroutine object preguntar_llama at 0x11bfc98b0>
9.50659989878474e+17,Awesome 2BR in Montreal,"A large, fully equipped 2-bedroom apartment with lot of light, private entry, full private bathroom and kitchen, 55 inch TV with high sped internet. A/C and heater at your control Situated on a very quiet street, steps from Concordia University, Public Park, pool, library, and public transportation.","Awesome 2BR in Montreal
A large, fully equipped 2-bedroom apartment with lot of light, private entry, full private bathroom and kitchen, 55 inch TV with high sped internet. A/C and heater at your control Situated on a very quiet street, steps from Concordia University, Public Park, pool, library, and public transportation.",<coroutine object preguntar_llama at 0x11bfc9740>
9.341580916713636e+17,Modern retreat in the City,"Enjoy living like true Montrealer in a friendly family area, while being close to the best of what Montreal has to offer to visitors. <br /><br />Quiet modern condo conveniently located in La Petite-Patrie, on the border of French and Latino neighborhoods. At walking distance from the vibrant Little Italy, with the best local restaurants/coffee shops, and the Jean-Talon market. <br /><br />Easy and quick access to the old port and summer festivals with metro minutes away.","Modern retreat in the City
Enjoy living like true Montrealer in a friendly family area, while being close to the best of what Montreal has to offer to visitors. <br /><br />Quiet modern condo conveniently located in La Petite-Patrie, on the border of French and Latino neighborhoods. At walking distance from the vibrant Little Italy, with the best local restaurants/coffee shops, and the Jean-Talon market. <br /><br />Easy and quick access to the old port and summer festivals with metro minutes away.",<coroutine object preguntar_llama at 0x11bfc9460>
22242264.0,Modern apartment by the water/10 min walk 2 metro,This beautiful modern basement apartment located only 10 minutes walk  to the metro (subway) and 2 minutes walk to the river which also gives access to huge parks making it the perfect place for families and friends who want to spend a quite & quality stay in Montreal,"Modern apartment by the water/10 min walk 2 metro
This beautiful modern basement apartment located only 10 minutes walk  to the metro (subway) and 2 minutes walk to the river which also gives access to huge parks making it the perfect place for families and friends who want to spend a quite & quality stay in Montreal",<coroutine object preguntar_llama at 0x11bfc92f0>
1.0815140765966924e+18,Le 3032,"Relax as a family at this quiet place. Close to the Masson promenade, it is ideal for living on foot. Residential area, no parties or noise after 10pm.","Le 3032
Relax as a family at this quiet place. Close to the Masson promenade, it is ideal for living on foot. Residential area, no parties or noise after 10pm.",<coroutine object preguntar_llama at 0x11bfc9180>
48076931.0,Downtown CHIC Loft /w gym and balcony,"you'll love our bright living space, private balcony, and sleek kitchen with modern appliances. The loft is located in the Quartier des Spectacles, known for the renowned Contemporary Art museum - Place-des-Arts, you're close to an array of wonderful local shops and restaurants. .","Downtown CHIC Loft /w gym and balcony
you'll love our bright living space, private balcony, and sleek kitchen with modern appliances. The loft is located in the Quartier des Spectacles, known for the renowned Contemporary Art museum - Place-des-Arts, you're close to an array of wonderful local shops and restaurants. .",<coroutine object preguntar_llama at 0x11bfc9010>
24158015.0,"Poêle à bois, un chalet à la ville.",Rustic and modern. Luminous house in little italy. 6 minutes walk to the subway. Feel at home and make your own fire in the wood stove!  <br /><br />Countryside to the city!  Charming and bright house with modern and rustic looks.   You can take advantage of the intimate courtyard with beautiful mature trees. <br />The  kitchen is very well equipped. Both mattresses are of high quality. A lot of dvd for moviegoers!!!<br /> Ideal for a family with children or two couples.,"Poêle à bois, un chalet à la ville.
Rustic and modern. Luminous house in little italy. 6 minutes walk to the subway. Feel at home and make your own fire in the wood stove!  <br /><br />Countryside to the city!  Charming and bright house with modern and rustic looks.   You can take advantage of the intimate courtyard with beautiful mature trees. <br />The  kitchen is very well equipped. Both mattresses are of high quality. A lot of dvd for moviegoers!!!<br /> Ideal for a family with children or two couples.",<coroutine object preguntar_llama at 0x11bfc8ea0>
1806883.0,"SOSHE 207, walk to MUHC Glen Campus",,"SOSHE 207, walk to MUHC Glen Campus
",<coroutine object preguntar_llama at 0x11bfc8d30>
9.7320133293063e+17,Spacious 3BR - Plateau Mont-Royal,"Welcome to our spacious Airbnb located in the heart of Boulevard Saint-Laurent. This beautifully designed apartment offers 3 bedrooms, perfect for accommodating a group or family of up to 6 guests. The fully equipped kitchen and living area provide ample space for relaxation and convenience. Enjoy the vibrant neighborhood with an array of restaurants, shops, and cultural attractions just steps away. Book your stay at our Airbnb and experience the vibrant charm of Montreal!","Spacious 3BR - Plateau Mont-Royal
Welcome to our spacious Airbnb located in the heart of Boulevard Saint-Laurent. This beautifully designed apartment offers 3 bedrooms, perfect for accommodating a group or family of up to 6 guests. The fully equipped kitchen and living area provide ample space for relaxation and convenience. Enjoy the vibrant neighborhood with an array of restaurants, shops, and cultural attractions just steps away. Book your stay at our Airbnb and experience the vibrant charm of Montreal!",<coroutine object preguntar_llama at 0x11bfc8bc0>
9.867925363080036e+17,Restful Room 4 - Plateau Mont-Royal,"Welcome to your downtown Montreal sanctuary. Our private room boasts contemporary comforts: WiFi for the connected traveler, shared kitchen ready for your culinary exploits, and a TV for everyone to have a relaxing downtime. Nestled in the heart of the city, this space marries urban living with a touch of tranquility.","Restful Room 4 - Plateau Mont-Royal
Welcome to your downtown Montreal sanctuary. Our private room boasts contemporary comforts: WiFi for the connected traveler, shared kitchen ready for your culinary exploits, and a TV for everyone to have a relaxing downtime. Nestled in the heart of the city, this space marries urban living with a touch of tranquility.",<coroutine object preguntar_llama at 0x11bfc8a50>
1.0818201567349224e+18,Cozy Room in Downtown Montreal,"Single room in a cozy and beautiful apartment located in the heart of Montreal, 3min walk to McGill University, 5min to McGill and Place des Arts métro stations, bus lines, and the best downtown restaurants, bars, cafés, parks, and other popular stores and tourist attractions.<br /><br />Located on a 3rd floor with balcony. Room has private entrance.<br /><br />You will enjoy easy access to everything from this peaceful and centrally located place. Long-term bookings only.<br /><br />Nous parlons français.<br />Hablamos español.","Cozy Room in Downtown Montreal
Single room in a cozy and beautiful apartment located in the heart of Montreal, 3min walk to McGill University, 5min to McGill and Place des Arts métro stations, bus lines, and the best downtown restaurants, bars, cafés, parks, and other popular stores and tourist attractions.<br /><br />Located on a 3rd floor with balcony. Room has private entrance.<br /><br />You will enjoy easy access to everything from this peaceful and centrally located place. Long-term bookings only.<br /><br />Nous parlons français.<br />Hablamos español.",<coroutine object preguntar_llama at 0x11bfc88e0>
1.034121126787155e+18,Little Italy suites 19,"The accommodation features a queen-size bed, a full bathroom, and a delightful balcony. It's an ideal retreat after a day of exploring and experiencing the charm Little Italy has to offer. The neighborhood boasts numerous restaurants, bars, and cafes, not to mention the renowned Jean-Talon Market—one of the largest public markets in North America.","Little Italy suites 19
The accommodation features a queen-size bed, a full bathroom, and a delightful balcony. It's an ideal retreat after a day of exploring and experiencing the charm Little Italy has to offer. The neighborhood boasts numerous restaurants, bars, and cafes, not to mention the renowned Jean-Talon Market—one of the largest public markets in North America.",<coroutine object preguntar_llama at 0x11bfc8770>
7.341313225231988e+17,Upscale condo on NunsIsland near downtown Montreal,"This spacious two-bedroom condo*, located in a park, is 2 steps away from the most beautiful park on the island. Located in one of Montreal's best-kept secret neighborhoods Nun's Island with its incredible trails around the island  Within walking distance of everything on the island and 10 minutes away from downtown Montreal makes this the perfect place to relax in a peaceful  environment while being 10 minutes from the buzz of downtown Montreal or 15 minutes away from the largest shopping area!","Upscale condo on NunsIsland near downtown Montreal
This spacious two-bedroom condo*, located in a park, is 2 steps away from the most beautiful park on the island. Located in one of Montreal's best-kept secret neighborhoods Nun's Island with its incredible trails around the island  Within walking distance of everything on the island and 10 minutes away from downtown Montreal makes this the perfect place to relax in a peaceful  environment while being 10 minutes from the buzz of downtown Montreal or 15 minutes away from the largest shopping area!",<coroutine object preguntar_llama at 0x11bfc8600>
5.97836621362261e+17,Amazing 1BR apartment- Whatever you need,"Are you looking for a place in the heart of downtown?<br />Stay on famous Crescent street, the place to walk everywhere!<br />Concordia Uni, Subway and bus stations 1 min away<br />* Surrounded by the best of Montreal Culture & Nightlife<br />* Professionally cleaned<br />* Fast, secure WiFi<br />* Bright and open modern apartment<br />* Comfortable, clean and new décor<br />* Full Kitchen, with all the basics<br />* Coffee & Tea, fresh linens & towels, and bathroom essentials provided<br />* Outdoor private balcony<br />* Keyless smart lock entry","Amazing 1BR apartment- Whatever you need
Are you looking for a place in the heart of downtown?<br />Stay on famous Crescent street, the place to walk everywhere!<br />Concordia Uni, Subway and bus stations 1 min away<br />* Surrounded by the best of Montreal Culture & Nightlife<br />* Professionally cleaned<br />* Fast, secure WiFi<br />* Bright and open modern apartment<br />* Comfortable, clean and new décor<br />* Full Kitchen, with all the basics<br />* Coffee & Tea, fresh linens & towels, and bathroom essentials provided<br />* Outdoor private balcony<br />* Keyless smart lock entry",<coroutine object preguntar_llama at 0x11bfc8490>
53764671.0,Lovely 2 bedroom in little burgandy,"This is a charming one bedroom plus complete office on the 2nd floor. The building in the heart of little burgandy. Whatever you look forward to doing in the city, you’ll get there quickly and easily from this fabulous, central location. <br />This listing is for an entire condo on the 2nd floor. The apartment is on a quiet, tree-lined street in a lively area, only a 2-minute the subway. You’ll be close to major landmarks and shopping, bars, and restaurants.","Lovely 2 bedroom in little burgandy
This is a charming one bedroom plus complete office on the 2nd floor. The building in the heart of little burgandy. Whatever you look forward to doing in the city, you’ll get there quickly and easily from this fabulous, central location. <br />This listing is for an entire condo on the 2nd floor. The apartment is on a quiet, tree-lined street in a lively area, only a 2-minute the subway. You’ll be close to major landmarks and shopping, bars, and restaurants.",<coroutine object preguntar_llama at 0x11bfc8320>
45396606.0,Room 102 | Maison Sainte-Thérèse,Virtual Reception<br /><br />Self-Checkin<br /><br />Fresh Linens & Towels<br /><br />Bath & Body Products<br /><br />Smart Roku Televisions <br /><br />Volo! Tablet<br /><br />Fully Stocked Kitchens and Bathrooms<br /><br />Iron and Ironing Board <br /><br />Washer Dryer access<br /><br />Rooftop terrace access<br /><br />Nespresso Machine and Coffee Pods<br /><br />High Speed WiFi<br /><br />Locally Designed Rooms<br /><br />24hr Phone and Text Support<br /><br />Air conditionner<br /><br />No Room Service,"Room 102 | Maison Sainte-Thérèse
Virtual Reception<br /><br />Self-Checkin<br /><br />Fresh Linens & Towels<br /><br />Bath & Body Products<br /><br />Smart Roku Televisions <br /><br />Volo! Tablet<br /><br />Fully Stocked Kitchens and Bathrooms<br /><br />Iron and Ironing Board <br /><br />Washer Dryer access<br /><br />Rooftop terrace access<br /><br />Nespresso Machine and Coffee Pods<br /><br />High Speed WiFi<br /><br />Locally Designed Rooms<br /><br />24hr Phone and Text Support<br /><br />Air conditionner<br /><br />No Room Service",<coroutine object preguntar_llama at 0x11bfc81b0>
38730341.0,Downtown 3 bdr Coach House on 2 floors +  parking,"Any guest or visitor must be declared and included in the reservation. If we monitor any extra guest or visitor, you will be charge 50$ per person for the length of your stay. <br /><br />*Check-in and check-out times are not negotiable.  We need to clean between each group. DO NOT inquire.*<br /><br />Apartment on 2 floors in an ancestral house.<br />You will find:<br /><br />3 Queen size bed in 3 private bedrooms<br />1 Single size bed in 1 of the bedroom <br />1 Queen size Murphy bed in the living room <br />Indoor garage space for 1 car","Downtown 3 bdr Coach House on 2 floors +  parking
Any guest or visitor must be declared and included in the reservation. If we monitor any extra guest or visitor, you will be charge 50$ per person for the length of your stay. <br /><br />*Check-in and check-out times are not negotiable.  We need to clean between each group. DO NOT inquire.*<br /><br />Apartment on 2 floors in an ancestral house.<br />You will find:<br /><br />3 Queen size bed in 3 private bedrooms<br />1 Single size bed in 1 of the bedroom <br />1 Queen size Murphy bed in the living room <br />Indoor garage space for 1 car",<coroutine object preguntar_llama at 0x11bfc8040>
1.1006030152466132e+18,Chic 1BR Haven for Business/Leisure!,"Nestled in the vibrant heart of downtown Montreal near the Bell Centre, Le George stands out as a symbol of luxury and functionality, offering a new standard of urban living for young professionals, newcomers, and students.<br /><br />Just steps away, residents have access to the Golden Square Mile's attractions, the historic Old Montreal, and the dynamic energy of Griffintown. Close to McGill and Concordia University, Le George provides an environment conducive to both academic and professional growth.","Chic 1BR Haven for Business/Leisure!
Nestled in the vibrant heart of downtown Montreal near the Bell Centre, Le George stands out as a symbol of luxury and functionality, offering a new standard of urban living for young professionals, newcomers, and students.<br /><br />Just steps away, residents have access to the Golden Square Mile's attractions, the historic Old Montreal, and the dynamic energy of Griffintown. Close to McGill and Concordia University, Le George provides an environment conducive to both academic and professional growth.",<coroutine object preguntar_llama at 0x11aa73e10>
20009187.0,Black and white private room,Private room right in the heart of Plateau Mont-Royal<br />Individual door with its own private lock<br />BE AWARE -> Kitchen and bathroom SHARED with 2 other private rooms.<br />Located just above a resto-bar<br />Queen bed,"Black and white private room
Private room right in the heart of Plateau Mont-Royal<br />Individual door with its own private lock<br />BE AWARE -> Kitchen and bathroom SHARED with 2 other private rooms.<br />Located just above a resto-bar<br />Queen bed",<coroutine object preguntar_llama at 0x11aa73ca0>
9.683256907566212e+17,Espace calme à Ahuntsic : chambre et bureau,"You will love your stay in a clean, quiet and welcoming accommodation. The host knows Montreal and the surrounding area very well. You will be  in a clean, comfortable room. You also have access to a room with a window.","Espace calme à Ahuntsic : chambre et bureau
You will love your stay in a clean, quiet and welcoming accommodation. The host knows Montreal and the surrounding area very well. You will be  in a clean, comfortable room. You also have access to a room with a window.",<coroutine object preguntar_llama at 0x11aa73b30>
22494821.0,Snowdon Airbnb - Newly renovated 3 bdrm classic!,"Bright 6 1/2 second floor condo in a detached fully renovated triplex, built in the 1920's. 400 square foot patio in garden. Front and back balconies. Free private parking with space for a 2nd vehicle available for a small fee.<br />CITQ Etablissment #300150","Snowdon Airbnb - Newly renovated 3 bdrm classic!
Bright 6 1/2 second floor condo in a detached fully renovated triplex, built in the 1920's. 400 square foot patio in garden. Front and back balconies. Free private parking with space for a 2nd vehicle available for a small fee.<br />CITQ Etablissment #300150",<coroutine object preguntar_llama at 0x11aa739c0>
1.0710656788166262e+18,Room In the heart of Outremont!,"Keep it simple at this peaceful and centrally-located place.  A bright and spacious semi-basement centrally located in the heart of Outremont, fully equipped with all amenities.","Room In the heart of Outremont!
Keep it simple at this peaceful and centrally-located place.  A bright and spacious semi-basement centrally located in the heart of Outremont, fully equipped with all amenities.",<coroutine object preguntar_llama at 0x11aa73850>
6.864337790104454e+17,Unique and Vintage Private Bedroom in Mile End B7,"Enjoy a stay in this vintage art deco stye bed and breakfast. Conveniently located to many of the area’s famous spots such as st-viateurs bagels and many other popular eateries. <br /><br />The mile end area is an artist’s paradise, dotted with art galleries, boutiques, and restaurants. Craft beer, cocktails, and farm-to-table cuisine are the norm.  <br /><br />Enjoy your own private room and shared common areas in this quiet and charming space.","Unique and Vintage Private Bedroom in Mile End B7
Enjoy a stay in this vintage art deco stye bed and breakfast. Conveniently located to many of the area’s famous spots such as st-viateurs bagels and many other popular eateries. <br /><br />The mile end area is an artist’s paradise, dotted with art galleries, boutiques, and restaurants. Craft beer, cocktails, and farm-to-table cuisine are the norm.  <br /><br />Enjoy your own private room and shared common areas in this quiet and charming space.",<coroutine object preguntar_llama at 0x11aa736e0>
52455142.0,Condo old port of Montreal,"Brand new furnished one bedroom condo 600 sqft. For rent all inclusive on the third floor overlooking the garden, luxuriously equipped one bedroom and one bathroom condo, many services offered in the building including appliances, access to an outdoor and indoor swimming pool, sauna, spa, gym,urban chalet and roof top terrace. Optional: one indoor parking with  storage unit.<br />Exclusions: Pets, smoking, cannabis","Condo old port of Montreal
Brand new furnished one bedroom condo 600 sqft. For rent all inclusive on the third floor overlooking the garden, luxuriously equipped one bedroom and one bathroom condo, many services offered in the building including appliances, access to an outdoor and indoor swimming pool, sauna, spa, gym,urban chalet and roof top terrace. Optional: one indoor parking with  storage unit.<br />Exclusions: Pets, smoking, cannabis",<coroutine object preguntar_llama at 0x11aa73570>
